"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 01, 2017","82.75","82.90","82.90","82.50","0.11K","-0.84%"
"Feb 28, 2017","83.45","83.45","83.45","83.45","0.08K","-0.06%"
"Feb 27, 2017","83.50","83.50","83.50","83.50","0.08K","4.38%"
"Feb 24, 2017","80.00","80.00","80.00","80.00","0.01K","0.25%"
"Feb 23, 2017","79.80","79.80","79.80","79.80","0.01K","0.06%"
"Feb 22, 2017","79.75","79.75","79.75","79.75","0.01K","-0.50%"
"Feb 21, 2017","80.15","80.15","80.15","80.15","0.02K","0.06%"
"Feb 20, 2017","80.10","80.10","80.10","80.10","0.01K","0.25%"
"Feb 17, 2017","79.90","79.90","79.90","79.90","-","-0.12%"
"Feb 16, 2017","80.00","80.00","80.00","80.00","0.04K","0.00%"
"Feb 15, 2017","80.00","80.00","80.00","80.00","0.01K","0.13%"
"Feb 14, 2017","79.90","79.90","79.90","79.90","0.01K","0.00%"
"Feb 13, 2017","79.90","79.90","79.90","79.90","0.01K","-0.19%"
"Feb 10, 2017","80.05","80.05","80.05","80.05","0.04K","0.38%"
"Feb 09, 2017","79.75","79.75","79.75","79.75","0.20K","0.44%"
"Feb 08, 2017","79.40","79.40","79.40","79.40","0.02K","-1.24%"
"Feb 07, 2017","80.40","80.40","80.40","80.40","0.04K","-1.11%"
"Feb 06, 2017","81.30","81.30","81.30","81.30","0.01K","-2.05%"
"Feb 03, 2017","83.00","83.00","83.00","83.00","0.05K","0.30%"
"Feb 02, 2017","82.75","82.75","82.75","82.75","0.05K","0.06%"
"Feb 01, 2017","82.70","82.70","82.70","82.70","0.04K","-0.36%"
"Jan 31, 2017","83.00","83.00","83.00","83.00","0.05K","-0.66%"
"Jan 30, 2017","83.55","83.55","83.55","83.55","0.02K","-0.24%"
"Jan 27, 2017","83.75","83.75","83.75","83.75","-","0.18%"
"Jan 26, 2017","83.60","83.60","83.60","83.60","0.01K","-0.12%"
"Jan 25, 2017","83.70","83.70","83.70","83.70","0.01K","-0.06%"
"Jan 24, 2017","83.75","83.75","83.75","83.75","0.02K","0.12%"
"Jan 23, 2017","83.65","83.65","83.65","83.65","0.00K","-0.18%"
"Jan 20, 2017","83.80","83.80","83.80","83.80","-","0.42%"
"Jan 19, 2017","83.45","83.45","83.45","83.45","0.01K","-0.48%"
"Jan 18, 2017","83.85","83.85","83.85","83.85","0.02K","-0.83%"
"Jan 17, 2017","84.55","84.55","84.55","84.55","0.09K","1.99%"
"Jan 16, 2017","82.90","82.90","82.90","82.90","0.07K","-0.72%"
"Jan 13, 2017","83.50","83.50","83.50","83.50","0.02K","-0.65%"
"Jan 12, 2017","84.05","84.05","84.05","84.05","0.06K","2.31%"
"Jan 11, 2017","82.15","82.15","82.15","82.15","0.09K","0.80%"
"Jan 10, 2017","81.50","81.50","81.50","81.50","0.23K","-0.67%"
"Jan 09, 2017","82.05","82.05","82.05","82.05","0.03K","-1.74%"
"Jan 06, 2017","83.50","83.50","83.50","83.50","0.01K","-2.57%"
"Jan 05, 2017","85.70","85.70","85.70","85.70","0.09K","-3.27%"
"Jan 04, 2017","88.60","88.60","88.60","88.60","0.05K","-2.10%"
"Jan 03, 2017","90.50","90.50","90.50","90.50","0.02K","2.38%"
"Dec 30, 2016","88.40","88.40","88.40","88.40","-","0.17%"
"Dec 29, 2016","88.25","88.25","88.25","88.25","0.01K","0.68%"
"Dec 28, 2016","87.65","87.65","87.65","87.65","0.01K","1.21%"
"Dec 27, 2016","86.60","86.60","86.60","86.60","-","0.00%"
"Dec 23, 2016","86.60","86.60","86.60","86.60","-","-0.17%"
"Dec 22, 2016","86.75","86.75","86.75","86.75","0.06K","-0.17%"
"Dec 21, 2016","86.90","86.90","86.90","86.90","0.01K","-0.11%"
"Dec 20, 2016","87.00","87.00","87.00","87.00","0.03K","0.93%"
"Dec 19, 2016","86.20","86.20","86.20","86.20","0.03K","-0.35%"
"Dec 16, 2016","86.50","86.50","86.50","86.50","0.01K","-2.64%"
"Dec 15, 2016","88.85","88.85","88.85","88.85","0.01K","1.48%"
"Dec 14, 2016","87.55","87.55","87.55","87.55","0.03K","1.80%"
"Dec 13, 2016","86.00","86.00","86.00","86.00","0.01K","0.35%"
"Dec 12, 2016","85.70","85.70","85.70","85.70","0.10K","1.60%"
"Dec 09, 2016","84.35","84.35","84.35","84.35","0.01K","0.42%"
"Dec 08, 2016","84.00","84.00","84.00","84.00","0.02K","1.20%"
"Dec 07, 2016","83.00","83.00","83.00","83.00","0.01K","-1.19%"
"Dec 06, 2016","84.00","84.00","84.00","84.00","0.05K","-3.23%"
"Dec 05, 2016","86.80","86.80","86.80","86.80","0.01K","-0.69%"
"Dec 02, 2016","87.40","87.40","87.40","87.40","0.06K","-0.34%"
"Dec 01, 2016","87.70","87.70","87.70","87.70","0.05K","0.29%"
"Nov 30, 2016","87.45","87.45","87.45","87.45","0.08K","-1.19%"
"Nov 29, 2016","88.50","88.50","88.50","88.50","0.14K","-4.07%"
"Nov 28, 2016","92.25","92.25","92.25","92.25","0.18K","-11.08%"
"Nov 25, 2016","103.75","103.75","103.75","103.75","0.01K","-2.08%"
"Nov 24, 2016","105.95","105.95","105.95","105.95","0.04K","2.57%"
"Nov 23, 2016","103.30","103.30","103.30","103.30","0.12K","-2.82%"
"Nov 22, 2016","106.30","106.30","106.30","106.30","0.10K","1.14%"
"Nov 21, 2016","105.10","105.10","105.10","105.10","0.02K","0.00%"
"Nov 18, 2016","105.10","105.10","105.10","105.10","0.02K","-1.08%"
"Nov 17, 2016","106.25","106.25","106.25","106.25","0.01K","1.29%"
"Nov 16, 2016","104.90","104.90","104.90","104.90","0.01K","-1.46%"
"Nov 15, 2016","106.45","106.45","106.45","106.45","0.26K","1.04%"
"Nov 14, 2016","105.35","105.35","105.35","105.35","0.04K","-4.10%"
"Nov 11, 2016","109.85","110.00","110.00","110.00","0.03K","-1.39%"
"Nov 10, 2016","111.40","111.40","111.40","111.40","0.02K","0.00%"
"Nov 09, 2016","111.40","111.40","111.40","111.40","0.07K","-0.62%"
"Nov 08, 2016","112.10","112.10","112.10","112.10","0.02K","0.13%"
"Nov 07, 2016","111.95","111.95","111.95","111.95","0.07K","3.04%"
"Nov 04, 2016","108.65","108.65","108.65","108.65","0.05K","2.02%"
"Nov 03, 2016","106.50","108.00","108.00","108.00","0.12K","-5.21%"
"Nov 02, 2016","112.35","113.25","113.50","113.25","0.11K","-2.09%"
"Nov 01, 2016","114.75","115.00","115.00","115.00","0.22K","5.66%"
"Oct 31, 2016","108.60","108.60","108.60","108.60","0.23K","15.59%"
"Oct 28, 2016","93.95","93.95","93.95","93.95","0.05K","-0.16%"
"Oct 27, 2016","94.10","94.10","94.10","94.10","0.05K","0.59%"
"Oct 26, 2016","93.55","93.55","93.55","93.55","0.09K","0.38%"
"Oct 25, 2016","93.20","93.20","93.20","93.20","0.08K","0.43%"
"Oct 24, 2016","92.80","92.80","92.80","92.80","0.04K","0.00%"
"Oct 21, 2016","92.80","92.80","92.80","92.80","0.02K","1.64%"
"Oct 20, 2016","91.30","91.30","91.30","91.30","0.01K","-0.11%"
"Oct 19, 2016","91.40","91.40","91.40","91.40","0.01K","-1.40%"
"Oct 18, 2016","92.70","92.70","92.70","92.70","0.03K","1.92%"
"Oct 17, 2016","90.95","90.95","90.95","90.95","0.03K","1.68%"
"Oct 14, 2016","89.45","89.45","89.45","89.45","0.07K","1.65%"
"Oct 13, 2016","88.00","88.00","88.00","88.00","0.02K","2.33%"
"Oct 12, 2016","86.00","86.00","86.00","86.00","0.02K","1.90%"
"Oct 11, 2016","84.40","84.40","84.40","84.40","0.04K","0.42%"
"Oct 10, 2016","84.05","84.05","84.05","84.05","0.01K","-0.47%"
"Oct 07, 2016","84.45","84.45","84.45","84.45","0.02K","-0.41%"
"Oct 06, 2016","84.80","84.80","84.80","84.80","0.05K","1.44%"
"Oct 05, 2016","83.60","83.60","83.60","83.60","0.07K","0.54%"
"Oct 04, 2016","83.15","83.15","83.15","83.15","0.03K","2.53%"
"Oct 03, 2016","81.10","81.10","81.10","81.10","0.06K","12.33%"
"Sep 30, 2016","72.20","72.20","72.20","72.20","0.12K","0.07%"
"Sep 29, 2016","72.15","72.15","72.15","72.15","0.02K","-0.62%"
"Sep 28, 2016","72.60","72.60","72.60","72.60","0.16K","0.97%"
"Sep 27, 2016","71.90","71.90","71.90","71.90","0.11K","0.14%"
"Sep 26, 2016","71.80","71.80","71.80","71.80","0.03K","-0.21%"
"Sep 23, 2016","71.95","71.95","71.95","71.95","0.07K","0.63%"
"Sep 22, 2016","71.50","71.50","71.50","71.50","0.05K","-1.58%"
"Sep 21, 2016","72.65","72.65","72.65","72.65","0.02K","1.40%"
"Sep 20, 2016","71.65","71.65","71.65","71.65","0.03K","0.56%"
"Sep 19, 2016","71.25","71.25","71.25","71.25","0.01K","0.14%"
"Sep 16, 2016","71.15","71.15","71.15","71.15","0.01K","0.28%"
"Sep 15, 2016","70.95","70.95","70.95","70.95","0.10K","1.14%"
"Sep 14, 2016","70.15","70.15","70.15","70.15","0.01K","0.00%"
"Sep 13, 2016","70.15","70.15","70.15","70.15","0.07K","0.21%"
"Sep 12, 2016","70.00","70.00","70.00","70.00","0.05K","0.43%"
"Sep 09, 2016","69.70","69.70","69.70","69.70","0.01K","0.14%"
"Sep 08, 2016","69.60","69.60","69.60","69.60","0.04K","-0.29%"
"Sep 07, 2016","69.80","69.80","69.80","69.80","0.07K","-1.34%"
"Sep 06, 2016","70.75","70.75","70.75","70.75","0.03K","1.29%"
"Sep 05, 2016","69.85","69.85","69.85","69.85","0.02K","1.01%"
"Sep 02, 2016","69.15","69.15","69.15","69.15","0.09K","0.14%"
"Sep 01, 2016","69.05","69.05","69.05","69.05","0.01K","0.44%"
"Aug 31, 2016","68.75","69.00","69.00","69.00","0.10K","1.10%"
"Aug 30, 2016","68.00","68.00","68.00","68.00","0.03K","1.57%"
"Aug 29, 2016","66.95","66.95","66.95","66.95","-","-0.30%"
"Aug 26, 2016","67.15","67.15","67.15","67.15","0.01K","-0.44%"
"Aug 25, 2016","67.45","67.45","67.45","67.45","0.04K","0.67%"
"Aug 24, 2016","67.00","67.00","67.00","67.00","0.04K","-0.15%"
"Aug 23, 2016","67.10","67.10","67.10","67.10","0.06K","-1.54%"
"Aug 22, 2016","68.15","68.15","68.15","68.15","0.05K","0.89%"
"Aug 19, 2016","67.55","67.55","67.55","67.55","0.06K","0.75%"
"Aug 18, 2016","67.05","67.05","67.05","67.05","0.13K","-1.54%"
"Aug 17, 2016","68.10","68.10","68.10","68.10","0.02K","0.74%"
"Aug 16, 2016","67.60","67.60","67.60","67.60","0.03K","0.00%"
"Aug 15, 2016","67.60","67.60","67.60","67.60","0.01K","-1.02%"
"Aug 12, 2016","68.30","68.30","68.30","68.30","0.03K","0.66%"
"Aug 11, 2016","67.85","67.85","67.85","67.85","0.05K","2.34%"
"Aug 10, 2016","66.30","66.30","66.30","66.30","0.05K","-1.04%"
"Aug 09, 2016","67.00","67.00","67.00","67.00","0.06K","-0.37%"
"Aug 08, 2016","67.25","67.25","67.25","67.25","0.03K","3.46%"
"Aug 05, 2016","65.00","65.00","65.00","65.00","0.01K","0.00%"
"Aug 04, 2016","65.00","65.00","65.00","65.00","0.05K","-3.42%"
"Aug 03, 2016","67.30","67.30","67.30","67.30","0.04K","-0.44%"
"Aug 02, 2016","67.60","67.60","67.60","67.60","0.06K","-0.15%"
"Aug 01, 2016","67.70","67.70","67.70","67.70","0.02K","10.71%"
"Jul 29, 2016","61.15","61.15","61.15","61.15","0.04K","-0.16%"
"Jul 28, 2016","61.25","61.25","61.25","61.25","0.09K","0.08%"
"Jul 27, 2016","61.20","61.20","61.20","61.20","0.03K","0.25%"
"Jul 26, 2016","61.05","61.05","61.05","61.05","0.04K","-0.33%"
"Jul 25, 2016","61.25","61.25","61.25","61.25","-","0.66%"
"Jul 22, 2016","60.85","60.85","60.85","60.85","-","-0.16%"
"Jul 21, 2016","60.95","60.95","60.95","60.95","-","0.08%"
"Jul 20, 2016","60.90","60.90","60.90","60.90","0.03K","-0.08%"
"Jul 19, 2016","60.95","60.95","60.95","60.95","0.02K","0.16%"
"Jul 18, 2016","60.85","60.85","60.85","60.85","0.01K","-0.73%"
"Jul 15, 2016","61.30","61.30","61.30","61.30","0.01K","0.33%"
"Jul 14, 2016","61.10","61.10","61.10","61.10","0.01K","0.00%"
"Jul 13, 2016","61.10","61.10","61.10","61.10","0.06K","0.66%"
"Jul 12, 2016","60.70","60.70","60.70","60.70","0.01K","1.85%"
"Jul 11, 2016","59.60","59.60","59.60","59.60","0.01K","0.59%"
"Jul 08, 2016","59.25","59.25","59.25","59.25","0.02K","0.51%"
"Jul 07, 2016","58.95","58.95","58.95","58.95","0.06K","0.94%"
"Jul 06, 2016","58.40","58.40","58.40","58.40","0.02K","-0.34%"
"Jul 05, 2016","58.60","58.60","58.60","58.60","0.03K","-1.01%"
"Jul 04, 2016","59.20","59.20","59.20","59.20","0.02K","1.81%"
"Jul 01, 2016","58.15","58.15","58.15","58.15","0.03K","2.11%"
"Jun 30, 2016","56.95","56.95","56.95","56.95","0.01K","2.34%"
"Jun 29, 2016","55.65","55.65","55.65","55.65","0.13K","0.72%"
"Jun 28, 2016","55.25","55.25","55.25","55.25","0.11K","2.22%"
"Jun 27, 2016","54.05","54.05","54.05","54.05","0.01K","2.17%"
"Jun 24, 2016","52.90","52.90","52.90","52.90","0.01K","-0.09%"
"Jun 23, 2016","52.95","52.95","52.95","52.95","0.01K","0.00%"
"Jun 22, 2016","52.95","52.95","52.95","52.95","0.01K","0.38%"
"Jun 21, 2016","52.75","52.75","52.75","52.75","0.10K","-0.19%"
"Jun 20, 2016","52.85","52.85","52.85","52.85","0.20K","0.57%"
"Jun 17, 2016","52.55","52.55","52.55","52.55","0.07K","-0.10%"
"Jun 16, 2016","52.60","52.60","52.60","52.60","0.01K","0.29%"
"Jun 15, 2016","52.45","52.45","52.45","52.45","0.01K","0.10%"
"Jun 14, 2016","52.40","52.40","52.40","52.40","0.01K","-1.23%"
"Jun 13, 2016","53.05","53.05","53.05","53.05","0.04K","0.09%"
"Jun 10, 2016","53.00","53.00","53.00","53.00","0.01K","0.09%"
"Jun 09, 2016","52.95","52.95","52.95","52.95","0.04K","-0.84%"
"Jun 08, 2016","53.40","53.40","53.40","53.40","0.18K","-1.39%"
"Jun 07, 2016","54.15","54.15","54.15","54.15","0.07K","-0.91%"
"Jun 06, 2016","54.65","54.65","54.65","54.65","0.10K","1.20%"
"Jun 03, 2016","54.00","54.00","54.00","54.00","0.08K","0.84%"
"Jun 02, 2016","53.55","53.55","53.55","53.55","0.05K","0.85%"
"Jun 01, 2016","53.10","53.10","53.10","53.10","0.02K","-0.75%"
"May 31, 2016","53.50","53.50","53.50","53.50","0.01K","0.56%"
"May 30, 2016","53.20","53.20","53.20","53.20","-","3.60%"
"May 27, 2016","51.35","51.35","51.35","51.35","0.02K","0.00%"
"May 26, 2016","51.35","51.35","51.35","51.35","0.03K","0.20%"
"May 25, 2016","51.25","51.25","51.25","51.25","0.07K","0.49%"
"May 24, 2016","51.00","51.00","51.00","51.00","0.02K","0.10%"
"May 23, 2016","50.95","50.95","50.95","50.95","-","0.00%"
"May 20, 2016","50.95","50.95","50.95","50.95","0.02K","0.00%"
"May 19, 2016","50.95","50.95","50.95","50.95","0.05K","0.20%"
"May 18, 2016","50.85","50.85","50.85","50.85","0.07K","0.00%"
"May 17, 2016","50.85","50.85","50.85","50.85","0.02K","0.39%"
"May 16, 2016","50.65","50.65","50.65","50.65","-","0.20%"
"May 13, 2016","50.55","50.55","50.55","50.55","0.01K","0.40%"
"May 12, 2016","50.35","50.35","50.35","50.35","0.06K","-0.10%"
"May 11, 2016","50.40","50.40","50.40","50.40","-","0.40%"
"May 10, 2016","50.20","50.20","50.20","50.20","0.06K","0.00%"
"May 09, 2016","50.20","50.20","50.20","50.20","0.06K","-0.89%"
"May 06, 2016","50.65","50.65","50.65","50.65","0.01K","-0.30%"
"May 05, 2016","50.80","50.80","50.80","50.80","0.02K","0.00%"
"May 04, 2016","50.80","50.80","50.80","50.80","0.04K","0.00%"
"May 03, 2016","50.80","50.80","50.80","50.80","0.08K","-0.39%"
"May 02, 2016","51.00","51.00","51.00","51.00","-","0.49%"
"Apr 29, 2016","50.75","50.75","50.75","50.75","0.11K","-0.49%"
"Apr 28, 2016","51.00","51.00","51.00","51.00","0.13K","0.10%"
"Apr 27, 2016","50.95","50.95","50.95","50.95","0.08K","-0.20%"
"Apr 26, 2016","51.05","51.05","51.05","51.05","0.05K","0.10%"
"Apr 25, 2016","51.00","51.00","51.00","51.00","0.01K","0.00%"
"Apr 22, 2016","51.00","51.00","51.00","51.00","0.01K","0.99%"
"Apr 21, 2016","50.50","50.50","50.50","50.50","0.11K","-0.20%"
"Apr 20, 2016","50.60","50.60","50.60","50.60","0.19K","0.00%"
"Apr 19, 2016","50.60","50.60","50.60","50.60","0.18K","-0.39%"
"Apr 18, 2016","50.80","50.80","50.80","50.80","0.02K","-0.10%"
"Apr 15, 2016","50.85","50.85","50.85","50.85","0.02K","0.00%"
"Apr 14, 2016","50.85","50.85","50.85","50.85","0.04K","1.19%"
"Apr 13, 2016","50.25","50.25","50.25","50.25","0.01K","0.00%"
"Apr 12, 2016","50.25","50.25","50.25","50.25","0.01K","0.30%"
"Apr 11, 2016","50.10","50.10","50.10","50.10","0.01K","0.50%"
"Apr 08, 2016","49.85","49.85","49.85","49.85","0.01K","0.50%"
"Apr 07, 2016","49.60","49.60","49.60","49.60","0.08K","-0.90%"
"Apr 06, 2016","50.05","50.05","50.05","50.05","0.07K","-0.30%"
"Apr 05, 2016","50.20","50.20","50.20","50.20","0.13K","0.30%"
"Apr 04, 2016","50.05","50.05","50.05","50.05","0.01K","-0.89%"
"Apr 01, 2016","50.50","50.50","50.50","50.50","0.02K","-1.17%"
"Mar 31, 2016","51.10","51.10","51.10","51.10","0.04K","0.10%"
"Mar 30, 2016","51.05","51.05","51.05","51.05","0.03K","-0.39%"
"Mar 29, 2016","51.25","51.25","51.25","51.25","0.03K","1.18%"
"Mar 28, 2016","50.65","50.65","50.65","50.65","-","-3.15%"
"Mar 24, 2016","52.30","52.30","52.30","52.30","0.05K","0.19%"
"Mar 23, 2016","52.20","52.20","52.20","52.20","0.01K","0.87%"
"Mar 22, 2016","51.75","51.75","51.75","51.75","0.01K","-0.48%"
"Mar 21, 2016","52.00","52.00","52.00","52.00","0.03K","-0.38%"
"Mar 18, 2016","52.20","52.20","52.20","52.20","0.04K","-0.19%"
"Mar 17, 2016","52.30","52.30","52.30","52.30","0.10K","1.36%"
"Mar 16, 2016","51.60","51.60","51.60","51.60","0.03K","-0.10%"
"Mar 15, 2016","51.65","51.65","51.65","51.65","0.07K","-0.58%"
"Mar 14, 2016","51.95","51.95","51.95","51.95","0.05K","0.87%"
"Mar 11, 2016","51.50","51.50","51.50","51.50","0.01K","0.59%"
"Mar 10, 2016","51.20","51.20","51.20","51.20","0.16K","-0.19%"
"Mar 09, 2016","51.30","51.30","51.30","51.30","0.04K","0.39%"
"Mar 08, 2016","51.10","51.10","51.10","51.10","0.01K","0.20%"
"Mar 07, 2016","51.00","51.00","51.00","51.00","0.14K","0.00%"
"Mar 04, 2016","51.00","51.00","51.00","51.00","0.05K","-0.20%"
"Mar 03, 2016","51.10","51.10","51.10","51.10","0.10K","1.19%"
"Mar 02, 2016","50.50","50.50","50.50","50.50","0.17K","-0.69%"
"Mar 01, 2016","50.85","50.85","50.85","50.85","0.04K","0.69%"
"Feb 29, 2016","50.50","50.50","50.50","50.50","0.10K","0.10%"
"Feb 26, 2016","50.45","50.45","50.45","50.45","0.01K","0.20%"
"Feb 25, 2016","50.35","50.35","50.35","50.35","-","0.00%"
"Feb 24, 2016","50.35","50.35","50.35","50.35","0.02K","0.10%"
"Feb 23, 2016","50.30","50.30","50.30","50.30","0.02K","0.00%"
"Feb 22, 2016","50.30","50.30","50.30","50.30","0.02K","-0.40%"
"Feb 19, 2016","50.50","50.50","50.50","50.50","-","-0.79%"
"Feb 18, 2016","50.90","50.90","50.90","50.90","0.04K","0.10%"
"Feb 17, 2016","50.85","50.85","50.85","50.85","0.03K","0.30%"
"Feb 16, 2016","50.70","50.70","50.70","50.70","0.03K","0.00%"
"Feb 15, 2016","50.70","50.70","50.70","50.70","-","0.00%"
"Feb 12, 2016","50.70","50.70","50.70","50.70","0.04K","0.00%"
"Feb 11, 2016","50.70","50.70","50.70","50.70","0.02K","0.60%"
"Feb 10, 2016","50.40","50.40","50.40","50.40","0.01K","-0.10%"
"Feb 09, 2016","50.45","50.45","50.45","50.45","0.01K","-2.04%"
"Feb 08, 2016","51.50","51.50","51.50","51.50","0.05K","-0.19%"
"Feb 05, 2016","51.60","51.60","51.60","51.60","0.20K","1.28%"
"Feb 04, 2016","50.95","50.95","50.95","50.95","0.11K","0.99%"
"Feb 03, 2016","50.45","50.45","50.45","50.45","0.61K","0.10%"
"Feb 02, 2016","50.40","50.40","50.40","50.40","0.08K","0.90%"
"Feb 01, 2016","49.95","49.95","49.95","49.95","0.17K","2.36%"
"Jan 29, 2016","48.80","48.80","48.80","48.80","-","-0.10%"
"Jan 28, 2016","48.85","48.85","48.85","48.85","0.01K","0.10%"
"Jan 27, 2016","48.80","48.80","48.80","48.80","-","-0.91%"
"Jan 26, 2016","49.25","49.25","49.25","49.25","0.02K","0.61%"
"Jan 25, 2016","48.95","48.95","48.95","48.95","-","-0.10%"
"Jan 22, 2016","49.00","49.00","49.00","49.00","-","0.00%"
"Jan 21, 2016","49.00","49.00","49.00","49.00","0.01K","0.00%"
"Jan 20, 2016","49.00","49.00","49.00","49.00","0.01K","0.31%"
"Jan 19, 2016","48.85","48.85","48.85","48.85","-","0.10%"
"Jan 18, 2016","48.80","48.80","48.80","48.80","0.01K","-0.71%"
"Jan 15, 2016","49.15","49.15","49.15","49.15","0.06K","-0.10%"
"Jan 14, 2016","49.20","49.20","49.20","49.20","0.13K","0.72%"
"Jan 13, 2016","48.85","48.85","48.85","48.85","0.05K","-0.51%"
"Jan 12, 2016","49.10","49.10","49.10","49.10","0.10K","-0.41%"
"Jan 11, 2016","49.30","49.30","49.30","49.30","0.02K","-1.89%"
"Jan 08, 2016","50.25","50.25","50.25","50.25","0.05K","-1.95%"
"Jan 07, 2016","51.25","51.25","51.25","51.25","0.09K","-0.49%"
"Jan 06, 2016","51.50","51.50","51.50","51.50","0.04K","2.49%"
"Jan 05, 2016","50.25","50.25","50.25","50.25","0.20K","0.70%"
"Jan 04, 2016","49.90","49.90","49.90","49.90","0.03K","-1.38%"
"Dec 31, 2015","50.60","50.60","50.60","50.60","0.07K","-0.59%"
"Dec 30, 2015","50.90","50.90","50.90","50.90","0.01K","-0.10%"
"Dec 29, 2015","50.95","50.95","50.95","50.95","0.06K","-0.88%"
"Dec 28, 2015","51.40","51.40","51.40","51.40","-","-1.34%"
"Dec 24, 2015","52.10","52.10","52.10","52.10","-","0.00%"
"Dec 23, 2015","52.10","52.10","52.10","52.10","0.01K","0.10%"
"Dec 22, 2015","52.05","52.05","52.05","52.05","0.01K","0.00%"
"Dec 21, 2015","52.05","52.05","52.05","52.05","0.01K","-0.29%"
"Dec 18, 2015","52.20","52.20","52.20","52.20","0.01K","-0.10%"
"Dec 17, 2015","52.25","52.25","52.25","52.25","0.26K","-0.19%"
"Dec 16, 2015","52.35","52.35","52.35","52.35","0.18K","0.00%"
"Dec 15, 2015","52.35","52.35","52.35","52.35","0.02K","0.29%"
"Dec 14, 2015","52.20","52.20","52.20","52.20","0.05K","-0.10%"
"Dec 11, 2015","52.25","52.25","52.25","52.25","0.05K","-0.19%"
"Dec 10, 2015","52.35","52.35","52.35","52.35","0.01K","-0.29%"
"Dec 09, 2015","52.50","52.50","52.50","52.50","0.20K","0.00%"
"Dec 08, 2015","52.50","52.50","52.50","52.50","0.13K","-0.38%"
"Dec 07, 2015","52.70","52.70","52.70","52.70","0.06K","-0.57%"
"Dec 04, 2015","53.00","53.00","53.00","53.00","0.01K","0.00%"
"Dec 03, 2015","53.00","53.00","53.00","53.00","0.01K","0.47%"
"Dec 02, 2015","52.75","52.75","52.75","52.75","0.01K","-0.85%"
"Dec 01, 2015","53.20","53.20","53.20","53.20","0.01K","-0.65%"
"Nov 30, 2015","53.55","53.55","53.55","53.55","0.04K","1.32%"
"Nov 27, 2015","52.85","52.85","52.85","52.85","0.02K","0.00%"
"Nov 26, 2015","52.85","52.85","52.85","52.85","0.04K","0.09%"
"Nov 25, 2015","52.80","52.80","52.80","52.80","0.03K","-0.56%"
"Nov 24, 2015","53.10","53.10","53.10","53.10","0.05K","0.76%"
"Nov 23, 2015","52.70","52.70","52.70","52.70","0.06K","-0.38%"
"Nov 20, 2015","52.90","52.90","52.90","52.90","0.03K","0.28%"
"Nov 19, 2015","52.75","52.75","52.75","52.75","0.02K","0.00%"
"Nov 18, 2015","52.75","52.75","52.75","52.75","0.10K","0.09%"
"Nov 17, 2015","52.70","52.70","52.70","52.70","0.01K","0.29%"
"Nov 16, 2015","52.55","52.55","52.55","52.55","0.01K","0.29%"
"Nov 13, 2015","52.40","52.40","52.40","52.40","0.01K","0.48%"
"Nov 12, 2015","52.15","52.15","52.15","52.15","0.03K","0.00%"
"Nov 11, 2015","52.15","52.15","52.15","52.15","0.01K","0.00%"
"Nov 10, 2015","52.15","52.15","52.15","52.15","0.03K","-0.38%"
"Nov 09, 2015","52.35","52.35","52.35","52.35","0.05K","0.38%"
"Nov 06, 2015","52.15","52.15","52.15","52.15","0.01K","-0.29%"
"Nov 05, 2015","52.30","52.30","52.30","52.30","0.15K","0.00%"
"Nov 04, 2015","52.30","52.30","52.30","52.30","0.13K","-0.85%"
"Nov 03, 2015","52.75","52.75","52.75","52.75","0.04K","-0.19%"
"Nov 02, 2015","52.85","52.85","52.85","52.85","0.04K","-0.38%"
"Oct 30, 2015","53.05","53.05","53.05","53.05","-","-0.28%"
"Oct 29, 2015","53.20","53.20","53.20","53.20","0.07K","0.57%"
"Oct 28, 2015","52.90","52.90","52.90","52.90","0.15K","0.19%"
"Oct 27, 2015","52.80","52.80","52.80","52.80","0.06K","-0.19%"
"Oct 26, 2015","52.90","52.90","52.90","52.90","0.06K","0.19%"
"Oct 23, 2015","52.80","52.80","52.80","52.80","0.09K","-0.28%"
"Oct 22, 2015","52.95","52.95","52.95","52.95","0.14K","-0.56%"
"Oct 21, 2015","53.25","53.25","53.25","53.25","0.11K","0.09%"
"Oct 20, 2015","53.20","53.20","53.20","53.20","0.02K","0.28%"
"Oct 19, 2015","53.05","53.05","53.05","53.05","0.01K","-0.09%"
"Oct 16, 2015","53.10","53.10","53.10","53.10","0.04K","-0.09%"
"Oct 15, 2015","53.15","53.15","53.15","53.15","0.04K","0.19%"
"Oct 14, 2015","53.05","53.05","53.05","53.05","0.04K","-0.28%"
"Oct 13, 2015","53.20","53.20","53.20","53.20","0.01K","0.47%"
"Oct 12, 2015","52.95","52.95","52.95","52.95","0.02K","-1.21%"
"Oct 09, 2015","53.60","53.60","53.60","53.60","0.01K","-0.19%"
"Oct 08, 2015","53.70","53.70","53.70","53.70","0.03K","-0.28%"
"Oct 07, 2015","53.85","53.85","53.85","53.85","0.01K","0.37%"
"Oct 06, 2015","53.65","53.65","53.65","53.65","0.01K","-0.37%"
"Oct 05, 2015","53.85","53.85","53.85","53.85","0.04K","1.70%"
"Oct 02, 2015","52.95","52.95","52.95","52.95","0.12K","-0.94%"
"Oct 01, 2015","53.45","53.45","53.45","53.45","0.07K","-0.74%"
"Sep 30, 2015","53.85","53.85","53.85","53.85","0.14K","-2.36%"
